ID,State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
3600-3979,3600,3/18/2022,22.6,13.6,19.2,26.4,15,18.6,2.27,23.7,31.1
4400-3980,4400,3/18/2022,16.9,10.4,-42.9,60.3,13.8,10.8,106,38.4,64.4
900-3981,900,3/19/2022,30.9,30.7,29.8,39,34.8,35.1,-0.136,37,38.3
2500-3982,2500,3/19/2022,27,15.3,23.8,31.2,19.2,38.3,-0.0171,32.4,46.1
3400-3983,3400,3/19/2022,26.1,24.9,48,38.5,17.3,14.7,9.89,30,41.2
3600-3984,3600,3/19/2022,24.3,14.9,19.9,29.4,17.2,20.6,3.37,27.1,35.7
4400-3985,4400,3/19/2022,15.6,9.88,-48.7,53,13.2,-14.2,23.6,37.7,63.2
900-3986,900,3/20/2022,28.6,29,27.4,36,33.4,28.6,-0.473,34.6,35.3
2500-3987,2500,3/20/2022,26.2,15.2,19.8,31.2,18.3,38.3,1.23,32.3,47
3400-3988,3400,3/20/2022,25.3,24.9,46.3,36.8,16.7,16.3,8.73,29.8,41.4
3600-3989,3600,3/20/2022,24.5,15.9,19.1,29.2,16.9,25.8,4.4,27.7,37
4400-3990,4400,3/20/2022,13.3,6.86,-43.6,45.9,13.8,-14,58.1,32.8,51.2
900-3991,900,3/21/2022,29,28.7,20,39.7,33.6,31.8,-4.54,36.1,37.7
2500-3992,2500,3/21/2022,25.6,15.7,17.5,30.2,18.2,36,1.15,32.8,48.2
3400-3993,3400,3/21/2022,25.5,24.5,41.4,37.2,17.2,17.6,8.13,30.5,42.3
3600-3994,3600,3/21/2022,24.4,16.2,22,32,17,25.5,1.63,28.3,38
4400-3995,4400,3/21/2022,16.1,3.11,-18.8,52.2,14.8,-31.9,9.39,36.3,57.1
900-3996,900,3/22/2022,27.8,27.5,16.5,40.2,34.4,25.9,-5.1,36,36.9
2500-3997,2500,3/22/2022,27,17.1,18.5,34.1,19.3,43.9,-0.498,34.1,49.5
3400-3998,3400,3/22/2022,25.2,23.2,44.8,38,16.8,19.1,6.16,30.8,43.1
3600-3999,3600,3/22/2022,25,17,20.7,33.5,17.1,27.6,2.48,28.8,38.9
4400-4000,4400,3/22/2022,13.4,0.556,-31.8,56.6,10.9,-39.7,-7.98,36.9,64
900-4001,900,3/23/2022,27.8,25.8,18.4,34.9,34.5,26.5,-4.38,35.1,35.4
2500-4002,2500,3/23/2022,26.2,15.1,16.4,34.9,18.7,47.7,-3.41,33.6,49.3
3400-4003,3400,3/23/2022,24.9,22.7,45.9,37.9,16.2,22.6,6.49,30.7,43.4
3600-4004,3600,3/23/2022,24.2,17.3,18.2,30.8,16.8,25.9,1.99,27.9,37.2
4400-4005,4400,3/23/2022,12.6,-0.581,-29.9,48,10.5,-39,56.1,30.7,50.9
900-4006,900,3/24/2022,26.1,25.1,19.2,33,30.2,24,-3.19,33.5,35.5
2500-4007,2500,3/24/2022,23.9,12.2,15.6,33.6,16.9,48.8,-5.05,30.8,45.5
3400-4008,3400,3/24/2022,24.3,21.5,44.1,38.7,15.6,21.4,8.01,30.2,43.1
3600-4009,3600,3/24/2022,23.9,15.7,18.7,32.1,16.2,27.9,2.9,28,38.1
4400-4010,4400,3/24/2022,11.7,-0.127,-19.7,39.7,9.47,-40.2,50.6,24.3,38.6
900-4011,900,3/25/2022,27.3,24.8,12.7,34.7,30.9,27.9,-4.23,33.5,35.1
2500-4012,2500,3/25/2022,22.1,11.4,7.27,34.3,17.9,41.7,-6.63,29.6,41.6
3400-4013,3400,3/25/2022,24.7,20.4,40.8,39.3,16.2,21,7.19,30.8,43.6
3600-4014,3600,3/25/2022,23.5,15.3,17.6,33.7,16.5,29.6,2.51,27.7,37.2
4400-4015,4400,3/25/2022,11.3,0.974,-9.12,32.6,8.6,-37.8,27.4,22.9,36.6
900-4016,900,3/26/2022,26.6,24.6,18.9,35.5,31.9,24.1,-10,33.6,34.6
2500-4017,2500,3/26/2022,20,11.8,2.61,34,17.2,37.3,-6.43,24.6,32
3400-4018,3400,3/26/2022,24.6,20,37.4,39.8,16.7,18.9,5.48,30.9,43.2
3600-4019,3600,3/26/2022,23.6,16.5,20,34,17,27.3,1.44,27.4,36.1
4400-4020,4400,3/26/2022,12.7,3.75,10.7,23.7,7.69,-38.5,63.3,16.2,23.3
900-4021,900,3/27/2022,26.7,27.3,22,37.1,32.8,28.5,-13.2,33.7,34.2
2500-4022,2500,3/27/2022,18.3,12.3,6.65,34.8,17.8,35.7,-10.1,22.8,27.5
3400-4023,3400,3/27/2022,24.6,19.5,38.9,41.2,17.5,18.2,4.91,31.1,42.9
3600-4024,3600,3/27/2022,22.9,16.4,22.8,33.2,16.7,23.4,0.463,26.6,35
4400-4025,4400,3/27/2022,12.1,3.47,38.7,22,7.29,-46.8,64.7,18.1,27.8
900-4026,900,3/28/2022,25.6,28.2,22.2,32.4,33.9,28.5,-12.3,32.8,32.1
2500-4027,2500,3/28/2022,17.5,12.3,4.3,35.1,17.6,38.5,-12.1,21.5,25
3400-4028,3400,3/28/2022,23.2,19.8,36.4,40.4,17.5,16.9,3.89,30.1,41
3600-4029,3600,3/28/2022,21.7,15.9,17.4,31.1,16.6,23.3,0.847,26,33.9
4400-4030,4400,3/28/2022,8.53,5.41,21.4,12.8,7.67,-36.6,52.2,11.8,13.7
900-4031,900,3/29/2022,22.3,27.2,19.4,30.3,31.6,23,-12.9,29.5,28.1
2500-4032,2500,3/29/2022,16.4,11.7,-2.43,34,16.9,32.3,-8.89,21.5,25.8
3400-4033,3400,3/29/2022,22.3,20.4,30.4,40,17.9,15.5,3.77,29.6,39.8
3600-4034,3600,3/29/2022,19.9,16.1,15.7,29.1,17,19.8,-1.78,24.8,31.2
4400-4035,4400,3/29/2022,9.92,8.06,42.9,12.2,12.6,-25.7,70.7,11.7,8.98
900-4036,900,3/30/2022,22.8,30.4,17.5,33.8,34.4,20.2,-11.9,31,28.9
2500-4037,2500,3/30/2022,15.8,12.7,-7.62,33.8,18,31,-9.15,21.3,24.1
3400-4038,3400,3/30/2022,22.3,20.6,28.4,40.9,19.8,13.3,4.52,30.9,40.5
3600-4039,3600,3/30/2022,19.6,15.9,14,31.2,17.8,20.1,-2.23,25.8,32.3
4400-4040,4400,3/30/2022,11.9,10.9,48.1,14.8,13.9,-22.3,18.5,16.4,17.3
900-4041,900,3/31/2022,23.7,29,15.9,34.9,36.3,22.5,-12.8,31.2,28.1
2500-4042,2500,3/31/2022,16.9,14,-6.62,33.3,18.5,28.7,-10.6,21.7,24.5
3400-4043,3400,3/31/2022,22.8,21.8,30.4,41,19.7,13.5,3.5,31,41
3600-4044,3600,3/31/2022,19.8,17.7,10.6,31.7,17.8,18.4,-4.62,25.9,32.4
4400-4045,4400,3/31/2022,15,10.4,18.5,19,10.2,-13.9,44.9,14.6,17.7
900-4046,900,4/1/2022,22.8,28.8,14.2,34.9,36.3,18.6,-14.6,31.2,28
2500-4047,2500,4/1/2022,18.3,14.6,-8.48,34.1,19.1,35.1,-8.36,24.4,29.4
3400-4048,3400,4/1/2022,21.9,22.3,18.9,41.3,20.1,11.6,2.38,30.9,40.4
3600-4049,3600,4/1/2022,20.8,18.9,4.13,31.9,18.8,18.4,-1.23,27.2,34.2
4400-4050,4400,4/1/2022,14.4,10.9,14.2,24.1,14.1,-19.1,53.3,17.5,19.8
900-4051,900,4/2/2022,23,30.5,14.6,35.6,36.2,26.6,-12.5,31.3,28.3
2500-4052,2500,4/2/2022,19.2,14.9,-6.51,34.4,20.9,36.2,-9.28,25.9,30.7
3400-4053,3400,4/2/2022,23.2,23.2,19.2,41.8,21,16,2.66,32.2,41.9
3600-4054,3600,4/2/2022,21.4,20.1,4.49,33.4,19.9,20.3,-2.68,28.8,36.1
4400-4055,4400,4/2/2022,15.2,10.6,12.3,28.1,18,-6.97,50,26.1,33.2
900-4056,900,4/3/2022,24.2,30.4,13.4,35.9,35.3,27.3,-11.6,31,28.3
2500-4057,2500,4/3/2022,21.4,15.6,-6.93,35,22.7,38.4,-9.61,29.7,36.5
3400-4058,3400,4/3/2022,24.4,24.8,20.2,43.1,21.8,16.9,6.51,33,42.8
3600-4059,3600,4/3/2022,22.7,22.2,3.55,35.1,21.1,21.5,-2.72,30.1,37.6
4400-4060,4400,4/3/2022,19.1,11.3,8.72,22.6,18.8,8.51,67.7,24.8,30
900-4061,900,4/4/2022,25,29.8,22.5,37.6,33.8,27.2,-11.4,31.1,29.4
2500-4062,2500,4/4/2022,23.3,15.4,-3.91,35.8,23.8,37.9,-4.34,31.4,38.9
3400-4063,3400,4/4/2022,25.9,25.6,22.8,42.1,21.5,19.7,10.2,33,43
3600-4064,3600,4/4/2022,24,22.3,6.77,35,21,20.7,1.43,29.9,37.3
4400-4065,4400,4/4/2022,22.9,11.7,14.3,26.2,20.1,18.4,74.9,30,39.6
900-4066,900,4/5/2022,28.1,30.8,23.8,40.8,36.1,35.9,-10.1,34.1,32.9
2500-4067,2500,4/5/2022,24.6,14.7,-0.529,34.2,25.5,45.7,-4.3,31.3,36.7
3400-4068,3400,4/5/2022,27.2,26.4,26.6,42.8,21.9,22.3,12,33.6,43.9
3600-4069,3600,4/5/2022,25.9,23.3,8.14,37,21.6,26,4.27,30.9,38.7
4400-4070,4400,4/5/2022,23.9,9.62,20.5,27.4,17.3,15.2,70.2,29.3,41.2
900-4071,900,4/6/2022,26.3,27.8,26.7,36.7,33.8,35.7,-11.6,30.9,29.1
2500-4072,2500,4/6/2022,25.8,15.7,2.17,34.7,26.3,44.8,-1.77,32.3,37.9
3400-4073,3400,4/6/2022,27.5,26,30.4,41.5,21,22.6,14.2,32.1,41.9
3600-4074,3600,4/6/2022,26.4,22.7,9.93,35.8,21.4,27.8,5.97,30.3,37.6
4400-4075,4400,4/6/2022,21.6,5.34,33.1,30.7,15.6,11.2,62.3,27.1,37.9
900-4076,900,4/7/2022,25.8,25.4,25.1,35,35.1,33.6,-10.5,30.7,28
2500-4077,2500,4/7/2022,26.6,15,0.899,36.5,26.2,49.6,-0.564,33.8,41.1
3400-4078,3400,4/7/2022,26.9,24.7,27.3,40.6,20.7,22.9,16.5,30.5,39.1
3600-4079,3600,4/7/2022,26.3,21.1,11.8,34.9,21.3,29,8.02,29.9,37
4400-4080,4400,4/7/2022,21,6.12,53.3,24.6,18,31.5,48.5,27.8,36.5
900-4081,900,4/8/2022,25.7,25.8,29.2,33.6,34.5,38.6,-6.58,30.7,28.3
2500-4082,2500,4/8/2022,27.1,14.4,9.27,36.3,24.1,50.9,3.4,32.3,40.2
3400-4083,3400,4/8/2022,27.2,23.6,42.4,39.4,20,24.4,18.5,30.2,39.3
3600-4084,3600,4/8/2022,25.5,18.8,20.1,33.1,19.8,28.7,7.21,27.8,34.3
4400-4085,4400,4/8/2022,15.7,2.88,54.5,24.9,17.1,54.5,57.4,9.95,5.34
900-4086,900,4/9/2022,25.5,24.3,23.4,31.3,33.6,39.6,-4.44,29.8,27.5
2500-4087,2500,4/9/2022,26.2,12.5,3.97,35.6,22.9,47.3,1.69,32.2,41.4
3400-4088,3400,4/9/2022,26,23.1,44.6,38.4,18.1,22.6,21.3,28.4,37.5
3600-4089,3600,4/9/2022,25,18.3,19.6,31.3,18.8,26.8,9.25,26.8,33.3
4400-4090,4400,4/9/2022,17,3.18,60.5,26.8,9.97,27,47.7,3.93,0.159
900-4091,900,4/10/2022,24.3,23.7,24.7,31.1,33.7,36.8,-3.06,30.4,28.4
2500-4092,2500,4/10/2022,25.2,13,4.56,32,22,47.5,2.38,29.4,36.5
3400-4093,3400,4/10/2022,24.5,22.8,42.3,35.8,16.5,22.1,17.7,26.6,35.5
3600-4094,3600,4/10/2022,23.8,16.6,19.6,29.5,17.7,23.8,10.5,25.1,31.1
4400-4095,4400,4/10/2022,15.1,2.12,65.5,24.1,12.3,-5.52,35,2.93,-2.5
900-4096,900,4/11/2022,24.8,25.8,17.5,32.7,34.7,35.9,-5.64,31.7,29.7
2500-4097,2500,4/11/2022,25.1,13,0.301,31.9,20.2,51.4,-2.02,29.2,38
3400-4098,3400,4/11/2022,24.3,22.9,40.6,38.1,16.1,21.8,16.3,26.8,36.3
3600-4099,3600,4/11/2022,23.8,17.8,17.4,29.8,17.4,22,9.9,25.6,32.3
4400-4100,4400,4/11/2022,14.5,-1.08,61.5,25.1,11.3,-24.9,72,3.13,-1.27
900-4101,900,4/12/2022,24.6,27.1,21.1,31.4,33.7,33,-5.83,31.2,29.7
2500-4102,2500,4/12/2022,24.8,13.2,-0.818,31.2,19.1,50.7,-1.8,28.4,37.4
3400-4103,3400,4/12/2022,24.8,23,40,38.9,16.1,23.5,17,26.9,36.5
3600-4104,3600,4/12/2022,23.5,17.5,20.6,29.5,16.6,17.1,10.3,25.4,32.7
4400-4105,4400,4/12/2022,14.5,-0.62,88.3,20.1,15.1,-26.4,43.4,4.61,-0.957
900-4106,900,4/13/2022,26.9,28.4,22.1,35.4,35.1,34,-6.16,35.5,35.5
2500-4107,2500,4/13/2022,26.1,13.2,-0.512,31,20.5,50.1,-2.39,30.1,39.4
3400-4108,3400,4/13/2022,25.2,24.6,34.9,40,16.4,22.9,16.2,28.2,38.7
3600-4109,3600,4/13/2022,24,19.6,19.2,31.1,17.2,16.9,10.3,26.3,33.9
4400-4110,4400,4/13/2022,16.3,2.22,65.4,16.5,15.8,-28.2,39.2,5.64,0.37
900-4111,900,4/14/2022,29.4,32.2,26.1,39.2,37.6,34.3,-5.38,39.4,40.1
2500-4112,2500,4/14/2022,26.8,13.5,2.32,31.2,25,45.2,-4.65,32.3,39.1
3400-4113,3400,4/14/2022,27.2,27.5,37.4,41.4,19.3,22.5,15.3,31.2,42
3600-4114,3600,4/14/2022,25.8,22,20,32.4,19.8,16.5,10.7,28.4,35.7
4400-4115,4400,4/14/2022,18,-2.61,70.4,24.3,17.2,-10.6,75.8,8.15,3.61
900-4116,900,4/15/2022,30.6,32.2,22.4,42.7,45.3,28.7,-7.81,44.5,43.7
2500-4117,2500,4/15/2022,26.2,13.3,3.9,28.8,30.7,49.4,-11,34,37.1
3400-4118,3400,4/15/2022,28.4,29.3,34.4,45.7,25,22.2,16.2,35.6,45.5
3600-4119,3600,4/15/2022,27.2,24.6,24.1,34.7,24.6,13.6,10.8,32.5,39.4
4400-4120,4400,4/15/2022,20.4,-5.87,79.7,24.4,21.2,-11.8,74.2,27.7,34.2
900-4121,900,4/16/2022,31.8,31.7,22.8,42.9,51.3,29.8,-5.65,45.9,42.6
2500-4122,2500,4/16/2022,26.8,12.1,8.28,27.4,36.7,61.5,-10.8,36.2,35.7
3400-4123,3400,4/16/2022,28.6,27.6,28.6,44.9,28.4,24.5,14.2,36.5,44.3
3600-4124,3600,4/16/2022,26.4,22.4,18.8,33,27.7,12.9,10.9,32.3,36.5
4400-4125,4400,4/16/2022,21.1,-10,63.8,19.6,32.7,-13.1,106,34,35.8
900-4126,900,4/17/2022,28.6,24.9,20.4,31,38.5,37.5,-5.71,35.8,34
2500-4127,2500,4/17/2022,21,7.29,4.88,17.5,20.3,63.3,-13.8,23.1,25.7
3400-4128,3400,4/17/2022,25.2,23.5,28.1,33.5,17.8,24.6,12.8,26.4,34.5
3600-4129,3600,4/17/2022,23.2,18.4,16.7,23.1,16.6,16,10.8,23.1,29
4400-4130,4400,4/17/2022,18.3,-18.1,32.9,18.7,17.3,-14.3,122,27.6,37.7
900-4131,900,4/18/2022,27.2,22.2,19.4,26.4,34,36.4,-3.26,30.9,28.5
2500-4132,2500,4/18/2022,19.4,6.53,6.96,16.8,18.9,51.3,-11.9,20.4,21.8
3400-4133,3400,4/18/2022,24.2,21.5,27.4,29.6,13.6,22.1,12.2,22.8,31.2
3600-4134,3600,4/18/2022,21.9,15,16.5,19.6,13.2,18.1,7.76,20.1,26
4400-4135,4400,4/18/2022,14.2,-19.8,39.2,8.65,12.4,-13.4,76.5,19.1,25.5
900-4136,900,4/19/2022,24.3,19.9,13.5,20,26.4,38.7,0.149,25.6,24.4
2500-4137,2500,4/19/2022,18.3,8.57,11.6,12.8,11.7,46.2,-11.3,16.5,20.8
3400-4138,3400,4/19/2022,22.4,21.5,26.6,23.2,7.43,22.6,12.5,17.8,27
3600-4139,3600,4/19/2022,19.9,14.2,15.6,13.3,6.71,18,7.79,14.7,21.4
4400-4140,4400,4/19/2022,11.9,-17.9,18.5,6.96,4.9,-14,89.8,15.1,24.8
900-4141,900,4/20/2022,24.1,21.8,19.8,18.3,22.4,39.5,-0.125,23.4,23.4
2500-4142,2500,4/20/2022,16.1,12.4,18.2,9.35,2.49,44.6,-10.9,10.9,18.7
3400-4143,3400,4/20/2022,21.9,23.7,32.7,22.3,3.55,22.8,11.4,15.4,26
3600-4144,3600,4/20/2022,19.4,16.1,22.6,12.5,2.34,16.8,8.17,12.4,21
4400-4145,4400,4/20/2022,13.3,-13.7,22.5,14.3,-1.62,-17.5,84,12.1,26.1
900-4146,900,4/21/2022,26.9,26.3,22.5,26.3,31,34.6,3.66,30.4,29.4
2500-4147,2500,4/21/2022,20.4,18.6,26.6,18.5,11.2,40.6,-8.15,19.6,27.2
3400-4148,3400,4/21/2022,25.4,25.6,35.2,32.8,11,21.8,13.2,23.6,35.1
3600-4149,3600,4/21/2022,22.3,18.3,26.1,20.6,8.78,17,8.33,19.3,28.3
4400-4150,4400,4/21/2022,18.1,-7.7,20.8,22.4,5.46,-20,81.4,21.1,36.9
900-4151,900,4/22/2022,25.1,28.2,30.1,21.6,24.7,22,6.06,24.2,23.4
2500-4152,2500,4/22/2022,21.3,22.9,26.3,22.2,6.49,34.1,-3.94,19.3,31.8
3400-4153,3400,4/22/2022,24.6,24.9,38.4,28.2,7.48,25.5,11.4,19.7,30.5
3600-4154,3600,4/22/2022,21.5,18.4,20.9,19.5,6.85,16.7,6.79,16.9,25.4
4400-4155,4400,4/22/2022,22.6,-1.72,5.66,21.1,0.709,-21.4,86.9,16.8,32.9
900-4156,900,4/23/2022,24.2,32.4,31.1,18.9,18.9,9.65,6.62,22.3,24.3
2500-4157,2500,4/23/2022,20.2,27,20.9,21.9,-1.35,26.1,-2.46,15.5,32.4
3400-4158,3400,4/23/2022,23.4,23.8,40.5,26.9,5.49,20.4,11.8,18.4,29.6
3600-4159,3600,4/23/2022,21.8,19.8,19.7,19.1,4.03,19.3,6.57,16,26.1
4400-4160,4400,4/23/2022,22.2,2.13,15.3,25.3,-7.06,-22.8,62,10,27
900-4161,900,4/24/2022,27.2,41.5,30.3,30.3,31.3,-5.45,4.61,32.5,33
2500-4162,2500,4/24/2022,25.3,32.3,24.6,34.4,13.6,17.3,0.942,27.7,41.5
3400-4163,3400,4/24/2022,26.8,24.5,42,37,17.2,21,12.7,28.8,38.4
3600-4164,3600,4/24/2022,25.3,23.3,19.4,27.9,15.4,17.8,3.88,25.6,33.8
4400-4165,4400,4/24/2022,29.4,14.1,13.4,34.6,6.53,-24.2,48.2,20.2,32
900-4166,900,4/25/2022,26.9,43.4,26.9,32.5,34.9,-6.02,2.16,36,36.3
2500-4167,2500,4/25/2022,24.9,33.9,21.6,32.3,15.4,23.1,2.04,28.2,40.5
3400-4168,3400,4/25/2022,26.7,25.4,37.8,37.9,21.3,21,12.9,31.2,39.2
3600-4169,3600,4/25/2022,25.5,26,16.3,29.7,18,16.8,5.51,27.3,34.5
4400-4170,4400,4/25/2022,36.3,22.5,13.6,47.8,7.2,-4.67,21.1,30.5,54.1
900-4171,900,4/26/2022,28.3,44.6,28,41.7,42.5,-10.4,0.445,42.7,42.4
2500-4172,2500,4/26/2022,25.3,33.2,16.4,38.3,22.6,24.1,1.18,33.6,43.8
3400-4173,3400,4/26/2022,27.6,25,38.8,42.9,29.1,19.8,11.4,36.8,42.6
3600-4174,3600,4/26/2022,27.4,27.3,15.6,37,26,18.8,4.02,34.2,40.2
4400-4175,4400,4/26/2022,40.4,22,11.7,55.4,12.9,29.4,35,30.9,46.3
900-4176,900,4/27/2022,26.6,42,16.2,41.7,48.4,-11.4,3.02,42.4,38.4
2500-4177,2500,4/27/2022,24.8,27.7,6.54,41.2,32,24,-0.396,38.4,43.6
3400-4178,3400,4/27/2022,27.3,21.8,34.8,44.2,36,21,9.12,39.9,42.7
3600-4179,3600,4/27/2022,27.3,24.7,7.56,37.8,32.4,17.9,1.52,37.2,40.4
4400-4180,4400,4/27/2022,36.8,17.6,5.22,44.3,24,34.2,123,34.4,40.8
900-4181,900,4/28/2022,22.1,35.6,11.5,32,34.9,-5.63,-2.41,31.5,29.1
2500-4182,2500,4/28/2022,18.6,20.2,-3.22,28.5,16.5,28.3,-2.88,26.1,34.9
3400-4183,3400,4/28/2022,23.1,19,30.5,32.1,24.2,24,6.85,28.7,32.3
3600-4184,3600,4/28/2022,22.7,21.9,2.49,27.2,21.3,17.6,1.93,26.8,30.7
4400-4185,4400,4/28/2022,32,15.9,-4.15,38.1,11.6,51.8,63.4,26.7,38.6
900-4186,900,4/29/2022,24.2,36.5,12,35.1,35.5,6.84,-6.9,35.1,34.6
2500-4187,2500,4/29/2022,17.8,17,-1.94,28.3,18.1,30,-1.37,26.2,33.5
3400-4188,3400,4/29/2022,24,20.1,30.9,33.7,22.7,23,9.08,28.8,33.8
3600-4189,3600,4/29/2022,23.6,21.3,3.06,28.2,20,20.7,4.01,27.4,33
4400-4190,4400,4/29/2022,31.3,11.7,2.19,40.9,7.08,34.1,86.8,26.2,42.4
900-4191,900,4/30/2022,25.4,34.4,13.2,40.3,36.4,11.2,-10.3,37.8,38.5
2500-4192,2500,4/30/2022,19,15.6,1.66,30,20.5,28.9,-1.18,27.7,34.1
3400-4193,3400,4/30/2022,24.8,23.5,33.3,34.4,21.2,25,9.06,28.9,35.4
3600-4194,3600,4/30/2022,23.7,22.4,6.84,29.9,18.5,17.2,4.31,27.3,34.2
4400-4195,4400,4/30/2022,30.8,8.53,-6.02,46.4,5.33,20.2,88.4,28.7,49.8
900-4196,900,5/1/2022,24.3,34.1,6,39.6,34.9,18.4,-9.67,36.9,38.1
2500-4197,2500,5/1/2022,19.5,15.2,-4.97,29.8,21.1,33.8,0.519,29.9,38.3
3400-4198,3400,5/1/2022,24.3,26.7,18.7,38.3,19.7,22.1,7.77,30.2,39.4
3600-4199,3600,5/1/2022,24.2,24.7,2.28,32.9,18.6,17.5,5.09,28.4,36.3
4400-4200,4400,5/1/2022,26.7,9.58,-5.64,50,3.06,0.665,80.7,28.2,51.6
900-4201,900,5/2/2022,26.6,34.5,14.2,40.9,36.1,15.6,-6.02,37.3,37.9
2500-4202,2500,5/2/2022,21.1,15.4,-1.28,31.4,21,33.8,0.217,31.5,41.7
3400-4203,3400,5/2/2022,25.7,26.7,23.2,39.6,19.9,23.8,10.7,30.5,39.7
3600-4204,3600,5/2/2022,25.5,24.6,5.94,35,19,18.6,6.66,29.4,38
4400-4205,4400,5/2/2022,25.6,5.65,-11.1,46.5,8.4,-9.26,101,28.3,45.6
900-4206,900,5/3/2022,29.2,36.5,22.1,39.3,39.2,20.7,-3.05,37.4,36.3
2500-4207,2500,5/3/2022,21,12.5,4.08,29.8,20.9,32.3,1.4,29,36.5
3400-4208,3400,5/3/2022,27.6,25.9,28.3,41.5,19.3,21.1,12.1,31,41.1
3600-4209,3600,5/3/2022,26.3,23.7,9.84,34.6,18.7,18.7,9.53,28.9,37.4
4400-4210,4400,5/3/2022,25.4,3.96,-12.4,42.7,6.96,-40.9,82.7,29.5,51.1
900-4211,900,5/4/2022,30.6,34.7,29.4,40.4,37.3,21,0.201,37.5,37.5
2500-4212,2500,5/4/2022,23.6,14.6,4.75,35.6,22.6,38.8,6.13,31.3,39.5
3400-4213,3400,5/4/2022,28.8,25.4,30.8,43,19.4,21.6,16,31.6,42.1
3600-4214,3600,5/4/2022,27.2,22.3,11.7,34.2,19.2,19.7,14.1,28.7,36.6
4400-4215,4400,5/4/2022,24.9,0.441,-19.2,43,5.9,-30,37.9,27.4,49.5
900-4216,900,5/5/2022,31.3,35.4,28.7,40,37.2,17.8,0.953,38.3,38.8
2500-4217,2500,5/5/2022,24.2,13.8,8.09,36,22.1,37.8,10.1,30,37.2
3400-4218,3400,5/5/2022,29.3,25.4,34.2,43.7,19.6,22.1,19.7,32.2,43.2
3600-4219,3600,5/5/2022,27.7,21.1,14.6,34.5,20,18.4,16.7,29.2,36.8
4400-4220,4400,5/5/2022,23.4,-1.89,-20.5,35.3,4.33,-37.8,54.2,21,37.3
900-4221,900,5/6/2022,29.5,30.2,26.9,40.3,34.2,14.6,9.7,35.6,36.4
2500-4222,2500,5/6/2022,24.2,13,12.1,35.4,21.6,32.6,8.06,28.9,35.6
3400-4223,3400,5/6/2022,27.9,22,34,42.2,18.6,19.4,20.4,30.5,40.8
3600-4224,3600,5/6/2022,26.2,18.4,17.3,32.1,19.5,16.2,17.4,27.7,34.3
4400-4225,4400,5/6/2022,21.4,-0.642,-26,33.7,8.38,-21,43,21.7,34.1
900-4226,900,5/7/2022,29.8,27.5,25.9,40.4,36.1,17,3.25,34.4,33.2
2500-4227,2500,5/7/2022,24.4,11.2,12.1,37,24.6,33.3,2.1,29.7,34.3
3400-4228,3400,5/7/2022,27.9,17.8,37.3,43.7,19.8,18.6,22.1,30.1,39.1
3600-4229,3600,5/7/2022,27.3,15,22.8,32.3,22.8,18.2,17.1,29.5,34.8
4400-4230,4400,5/7/2022,19.5,-4.3,-27.3,24.3,13.2,-21.6,31.1,24.4,34.2
900-4231,900,5/8/2022,29.8,26,38.5,36.1,33,16.2,3.2,30.7,29.3
2500-4232,2500,5/8/2022,24.6,14.9,21.2,34.5,20,32.4,-0.115,25.1,29.7
3400-4233,3400,5/8/2022,29.1,20.4,55.5,39.8,18.8,21.2,23.4,27.2,34.7
3600-4234,3600,5/8/2022,26.9,15.9,32.3,28.6,20.4,21.6,18.2,26.2,30.9
4400-4235,4400,5/8/2022,20.2,-4.7,-30.9,20.5,12.8,-9.32,36.3,21.3,28.3
900-4236,900,5/9/2022,27.2,25.7,31.8,33.6,29.7,21,2.1,28.4,27.6
2500-4237,2500,5/9/2022,23.6,13.5,14.2,34.9,20,41.4,-3.31,25.3,30.3
3400-4238,3400,5/9/2022,28.1,22.5,51.9,40.4,18,20.7,21.6,27,34.9
3600-4239,3600,5/9/2022,26.5,17.5,28.1,28.6,20.9,19.6,17.1,26.6,31.1
4400-4240,4400,5/9/2022,18.5,-4.34,-19.8,19.6,7.12,-19.5,77.8,17.2,25.9
900-4241,900,5/10/2022,24.8,26.2,25.1,31,25.1,18.6,-3.38,24.9,24.7
2500-4242,2500,5/10/2022,24,15.9,9.32,35.8,19.2,43.5,-4.73,26,32.5
3400-4243,3400,5/10/2022,26.1,23.7,45.7,38.5,16.5,23,21.6,25.2,32.8
3600-4244,3600,5/10/2022,24.9,17.8,23.5,27,19.7,17.3,12.7,25,29.2
4400-4245,4400,5/10/2022,18.6,-4.68,-23.3,20.2,6.16,15.5,102,18.1,28.6
900-4246,900,5/11/2022,24.2,25.8,15,28.9,22.5,22.7,-6.41,24.4,25.4
2500-4247,2500,5/11/2022,22.4,15.4,9.65,34.7,16,37.7,-4.91,24,31.6
3400-4248,3400,5/11/2022,24.2,24.5,42,35.1,13.7,21.7,19,21.9,29
3600-4249,3600,5/11/2022,23.6,18.4,21.5,26.2,17.2,17.1,11.9,23.5,28.3
4400-4250,4400,5/11/2022,18.2,-3.55,-25.1,20,4.5,45.3,95,15.2,24
